x,y,timestamp
10346,9801,1131.791
7341,12225,1136.975
8616,8538,1189.525
8983,8321,1193.996
8573,7960,1196.122
9534,9050,1196.752
11433,12084,1221.265
9807,11456,1250.491
8815,11086,1251.628
10770,6945,1281.56
8833,12792,1285.397
10871,1627,1326.691
10968,10836,1338.233
10924,10500,1339.389
11256,11167,1355.082
13740,10862,1362.464
12030,12084,1373.61
12209,10763,1379.075
12138,11633,1390.865
12244,11870,1390.918
11492,12985,1411.103
10368,11534,1422.552
13074,12139,1431.499
13462,12528,1437.956
13214,11580,1443.4
13348,10112,1510.697
13230,10126,1511.72
13062,11066,1515.421
13911,10479,1520.249
10608,10284,1528.389
14654,14260,1557.078
786,10589,200.179
2184,11884,274.109
13458,3702,334.948
13811,4645,348.798
10919,5419,458.377
7365,6685,462.323
11466,6958,463.578
12883,3032,544.968
13215,3370,547.349
10422,808,570.479
10851,1202,573.116
12832,2313,656.159
12882,2496,656.42
13390,2628,663.102
4485,5965,725.463
4608,6492,727.747
4779,6716,730.082
6232,6764,797.843
10970,1319,847.547
1172,8591,881.878
13593,8022,883.452
11361,4955,889.126
1483,10144,903.009
1542,11527,946.865
3496,8443,972.536
1386,6838,982.397
974,6697,994.325
3809,5067,1005.462
1668,9796,1014.823
1772,9476,1016.526
9924,6990,1078.966
5196,13262,1084.594
4894,13163,1084.627
4967,13265,1086.892
13188,7348,1169.515
10015,10063,1225.393
10016,10425,1227.273
10729,10552,1230.364
11215,5288,1311.278
11214,5484,1312.808
11464,4828,1314.183
11337,5178,1314.183
11142,4104,1317.156
10363,2861,1361.146
9725,9572,1401.096
13586,13026,1420.876
11190,11069,1440.542
12115,10969,1443.695
12442,11309,1447.039
12354,11473,1449.931
12903,12174,1457.42
13382,13773,1474.136
13200,2974,184.227
13382,2824,184.63
2568,12641,218.854
13416,3568,225.285
1844,13010,250.981
14000,4139,331.163
6524,7180,500.894
4660,13959,509.276
4794,12340,522.793
6552,6433,622.909
1413,11597,662.846
1685,12796,715.576
4539,14010,742.188
13089,5298,744.629
13280,9808,758.459
13476,5506,769.269
12616,2300,781.571
6970,6809,865.43
5750,6620,899.71
6745,7602,908.031
6546,6826,911.105
6828,6642,915.931
8165,6886,920.892
10292,10487,931.378
7350,6700,1010.362
7004,6721,1074.033
5539,9116,1090.821
7438,6901,1231.143
7624,7786,1246.894
7352,7860,1250.617
10285,9972,1258.221
10576,12051,1264.385
6436,12744,1287.066
7479,11607,1326.504
8643,10301,1349.874
9792,13617,1358.197
10572,13509,1361.607
9635,13276,1365.931
10200,13433,1366.553
13508,4901,1445.021
6643,12409,1450.729
12079,11722,1565.379
12688,12343,1574.197
12257,12664,1584.109
14065,9804,1585.911
13978,10516,1589.664
11885,2074,170.767
2781,13297,229.848
13595,3798,289.278
13366,4627,294.929
12407,1521,440.304
1969,12082,444.748
13531,4227,448.005
1108,11943,449.408
13291,4389,451.588
3398,13177,546.686
2155,12120,572.465
13494,5504,589.563
7888,7636,595.489
13496,4716,597.456
12379,6198,645.421
3778,13133,658.656
11405,4391,670.89
11520,4831,673.762
11797,3945,677.713
14072,5903,716.291
2429,11820,728.562
2456,12547,729.382
10990,1040,733.128
10054,8325,826.711
7947,7155,895.059
8935,8950,913.121
7432,7547,932.19
7524,7756,934.12
4084,13278,935.826
7774,8062,940.879
10529,2601,977.486
11272,1927,1005.599
11034,1954,1007.561
11000,2187,1010.611
8732,8906,1033.847
10151,6964,1130.795
9950,6590,1130.795
9778,6360,1131.747
9968,6480,1131.978
9893,6414,1131.978
9501,6297,1133.974
9781,6467,1136.177
10065,7258,1250.599
11422,8006,1253.647
12368,7378,1261.252
13420,8024,1268.22
4996,13569,1341.018
6469,6589,1343.484
6925,7674,1353.061
7496,7007,1363.452
7019,6698,1366.071
7852,13549,1381.637
5439,5244,1396.934
4647,4897,1400.638
7718,11010,1485.073
9725,7360,1486.025
8653,10253,1492.054
8939,9905,1492.687
11032,12196,1503.597
12369,12180,1527.106
13346,13610,1539.02
8571,8365,320.812
4953,9609,397.185
3713,13569,423.176
8156,7598,472.638
7104,7212,476.994
13703,3097,570.251
3388,13055,583.96
8361,7646,617.52
2073,12555,688.233
13365,3512,694.515
12200,3192,707.169
11799,3138,707.169
9096,8378,820.288
13284,4498,826.916
13509,4403,832.89
9450,8800,841.031
3965,13868,867.823
8894,6016,954.313
8860,7359,956.496
9310,5723,960.116
12012,5380,1042.65
12595,5890,1056.511
11530,5967,1070.042
12390,7918,1094.721
13632,8050,1103.719
8998,9769,1143.896
8738,9702,1166.332
8581,9969,1168.911
9120,9626,1171.185
9052,9229,1174.083
9246,9153,1175.123
10644,11062,1193.276
10194,10435,1198.286
10327,10440,1198.711
9784,9629,1239.761
8354,8774,1242.465
4942,9013,1255.992
9625,8963,1271.694
11695,10522,1290.164
10940,11172,1294.351
12497,12777,1314.447
12352,11773,1315.144
12308,11873,1315.333
11483,10798,1337.124
11656,11256,1338.342
11580,7676,1409.069
11813,7729,1410.665
10495,8911,1418.633
13069,3698,180.468
3303,13107,283.62
2625,13427,287.267
1985,11799,402.769
2280,11736,442.807
12786,3004,480.75
11828,2075,485.437
6526,6209,549.489
7542,7870,586.018
1932,11606,636.98
4764,8244,676.846
6351,7080,686.524
13418,3409,731.42
13529,4055,732.56
13525,3003,736.758
8161,7020,800.785
12168,2076,835.69
11230,1910,871.073
2240,13268,879.029
11636,1740,885.653
11553,1752,887.804
13476,2710,901.303
9988,5382,971.226
9687,5355,973.807
9303,5658,976.071
9221,5701,976.272
10056,6022,980.31
8098,5735,984.993
7874,5280,988.151
10408,2932,1073.122
2334,11858,1078.351
10708,3566,1089.749
9675,4857,1097.058
5824,3508,1146.092
8639,1258,1176.0
6732,6470,1180.918
10694,2186,1244.268
12240,3408,1324.087
12315,1930,1330.688
1558,5744,1352.94
2493,3377,1356.318
1931,4433,1374.844
2417,3705,1409.469
2562,3832,1412.07
1548,5003,1418.717
3645,7316,1470.823
922,7388,1490.673
11791,2962,259.755
6065,6775,360.268
12850,1952,419.854
12661,2807,455.06
11805,2262,458.39
1585,11331,459.402
6321,6509,494.511
1097,8915,569.475
1134,6932,572.739
10879,1034,599.851
13303,3796,683.255
1345,11236,700.713
13146,3995,704.157
1329,10466,704.166
13469,3198,720.925
13877,3621,737.552
5691,5039,770.762
1148,12017,784.168
7112,3134,786.064
5486,6150,816.379
6684,6820,836.201
6145,6710,838.826
11513,5870,875.736
11713,5849,878.243
10782,5317,882.455
11390,5621,884.093
1685,6899,886.5
3084,7537,901.216
12755,3238,904.65
4185,3932,937.063
8125,7661,981.065
8040,7410,982.297
7125,6209,987.116
2829,3897,1022.246
3604,3468,1027.99
1751,7389,1049.668
7916,2013,1160.14
8173,1807,1163.712
5560,1505,1167.114
7101,3623,1175.697
6625,4516,1180.288
7217,3170,1187.878
7074,3158,1189.387
1890,2029,1195.446
2072,3222,1196.856
6722,6507,1253.302
6986,1201,1300.35
7491,930,1308.174
3953,4479,1333.685
2735,3650,1337.295
4139,3623,1356.397
7617,7489,1371.414
12011,2543,1387.049
9171,2125,1434.55
7697,2311,1434.588
6638,1257,1447.663
3654,9206,1489.867
6570,8388,1511.585
6477,8191,1515.97
2846,7033,1531.232
2660,5835,1535.969
1926,1751,1564.419
1200,1392,1568.66
11587,2091,191.229
3721,13239,268.406
1948,13028,280.792
1180,12354,283.088
12806,3163,395.753
7941,8219,397.452
10875,1283,407.166
2555,12452,506.197
12918,2973,525.331
11238,4941,542.403
9949,4896,548.888
9885,5636,552.684
8429,6465,559.797
8698,6377,560.748
2512,11920,649.157
2723,11783,650.343
12533,3065,692.013
9892,1604,706.477
9893,1086,725.029
9755,3473,762.774
7318,3780,805.427
8114,5415,814.819
8682,5439,823.812
4925,5208,824.466
3066,9409,934.79
6766,8446,938.226
3191,9052,944.822
2790,9802,945.617
3071,9606,950.978
7357,7451,1042.6
7818,7507,1045.133
4679,5059,1072.637
5630,5148,1086.932
3748,3978,1091.433
4732,5258,1096.578
6780,6332,1123.689
11487,6759,1177.092
11820,5368,1183.688
9015,4365,1191.733
8763,6137,1200.998
9340,5851,1201.134
9982,6812,1201.466
7464,6805,1279.14
7730,5754,1285.034
7095,4902,1288.537
5388,4928,1308.044
4259,4500,1313.872
1474,9484,1432.21
1657,7611,1472.719
2080,3558,1505.525
6092,6761,130.673
11724,2181,193.421
3323,9222,251.689
13856,3359,301.588
12757,2545,364.314
1167,10312,368.511
1285,12590,378.438
6263,6459,379.482
11990,2481,379.482
6459,6561,466.069
1237,10471,496.493
11182,1059,521.91
7275,6216,559.599
3168,12946,572.746
1271,10187,593.345
2058,12104,656.889
1519,11022,724.435
6915,6751,726.328
7005,7109,727.921
7285,6949,728.023
9198,5825,783.765
5973,6182,793.709
1085,6965,834.492
10270,1329,836.384
4327,7171,856.202
2243,8887,930.229
1844,9494,934.374
1348,12743,1009.387
5742,6174,1010.214
4905,3863,1010.214
4618,4562,1035.08
5346,1905,1093.229
6824,6428,1113.267
2045,4510,1136.501
3254,3675,1177.975
3823,3589,1185.082
4869,3303,1198.53
3476,3921,1201.508
2787,3653,1228.932
5426,3626,1256.793
8562,1586,1284.635
2917,7657,1348.003
3011,2486,1363.132
2111,1456,1382.61
2236,873,1386.082
1231,1027,1390.764
3411,2799,1431.558
3732,3061,1432.71
4135,2979,1432.968
845,1477,1434.71
469,840,1434.977
12616,5147,67.243
11715,1396,215.434
4881,13632,545.564
8327,6913,573.725
10889,1860,607.044
10946,2074,609.389
6114,6116,667.434
11487,1915,697.797
11705,1879,708.683
11995,2133,710.02
12066,2090,712.415
4401,13355,731.693
2274,13167,735.054
7907,7529,746.91
9805,4369,791.225
10678,1391,808.069
10311,824,810.218
6483,4752,829.597
2562,13179,878.521
9559,5533,920.154
7033,7800,934.264
7234,7232,954.505
11304,1118,959.222
10629,1657,961.688
7702,782,1016.199
7268,1227,1019.413
9657,6124,1037.792
7282,6490,1076.045
5800,6554,1084.695
12042,1364,1145.745
8625,5378,1161.246
6749,4668,1184.859
1993,13388,1216.062
5003,4954,1219.213
13956,3761,291.05
13823,3078,292.875
1256,10780,378.718
13580,7988,472.122
3150,9721,538.6
4342,5990,560.353
1195,5949,593.978
6709,4756,605.166
1589,11741,643.314
6151,7146,725.972
6450,7203,727.377
11562,1157,729.919
9361,968,761.989
6332,6093,858.253
13670,3589,862.58
3033,5372,919.027
10122,808,997.851
1075,7368,1003.647
9686,4189,1037.848
7714,1649,1056.279
862,7994,1068.002
4956,1433,1099.291
4021,1399,1105.614
4014,627,1153.591
5209,2398,1161.327
3476,2191,1177.183
1939,2507,1186.756
3068,2176,1197.57
3701,1737,1205.239
4088,1757,1206.713
5070,1789,1217.553
4338,5070,1246.19
6825,7244,1270.952
3700,13502,186.329
11355,1526,201.231
13135,2342,206.115
12235,1213,209.007
3557,13185,267.906
3406,13098,287.736
12533,1588,470.342
14102,5552,478.58
3703,13567,512.922
3773,13436,625.45
13312,3646,634.36
13912,5564,673.796
8890,8306,750.998
3843,12986,765.53
8020,8138,809.87
7383,7376,845.795
11435,6210,942.369
13745,9433,955.696
13105,7800,971.26
9983,5106,987.581
6159,13681,1111.167
8724,12820,1135.945
8764,13052,1138.139
8480,12990,1140.603
10983,10249,1200.547
2466,12285,175.841
2627,12368,180.714
12662,1603,252.279
13000,2020,289.585
11022,1234,350.834
6615,6341,375.441
2488,13439,417.868
11961,1306,439.96
11313,977,529.727
12720,2082,535.144
13980,4830,553.852
14064,4196,564.822
13417,3504,569.592
3342,11563,583.706
13332,4188,583.706
4382,13988,645.666
10262,863,646.673
8437,939,655.52
8220,8118,727.636
6945,6510,779.131
12108,2958,800.54
9136,8430,814.817
9037,8277,822.547
6670,6912,850.175
11178,6539,861.075
7009,4783,916.706
9030,6027,927.215
10083,7775,935.046
10059,8604,936.477
6268,13400,1007.603
7082,13581,1019.211
7322,7052,1021.737
7596,8032,1029.083
8118,11845,1048.68
3400,13565,1078.665
13932,6990,1095.288
13192,8137,1105.837
8042,13696,1123.22
13889,8574,1123.449
14131,6897,1145.696
12903,7017,1159.631
13567,10129,1184.929
14030,7404,1210.514
14021,8542,1218.783
11523,11009,1245.684
13436,6488,1246.933
13348,12310,1271.027
10139,10539,1299.975
10124,14030,1324.673
8351,13995,1325.062
7626,13492,1330.224
9424,13146,1330.388
13316,13669,1359.431
13064,13654,1367.295
13032,13682,1372.377
12056,11539,1382.124
11019,10757,1382.614
13893,10199,1395.459
9282,3609,58.058
6483,12252,158.98
13939,4041,162.057
13780,3691,275.774
12047,3496,283.44
5874,6558,371.579
13342,3347,413.808
12783,5197,492.152
13778,4219,504.244
12120,2042,542.898
12550,2633,546.678
11142,4614,561.701
11411,6046,565.948
13508,3417,618.026
13422,3239,620.674
9212,9039,670.961
13943,6019,674.003
1651,11454,728.084
9977,7219,750.167
9970,6675,753.497
7938,7645,779.867
8813,8237,783.329
9295,9249,810.196
2114,11705,880.577
4023,13691,910.002
13970,5716,928.706
2287,13465,932.881
9520,9974,934.803
13446,7258,967.606
13971,5980,1002.99
14053,6167,1004.745
1636,11017,1049.938
1492,11450,1056.399
1640,8510,1058.563
2779,11314,1068.488
2062,11987,1072.832
1383,12694,1075.046
9539,13338,1113.08
9712,13305,1118.279
9378,13096,1126.815
9501,12777,1135.045
8886,13154,1136.92
9452,12006,1138.231
4091,13552,169.133
2810,12594,173.093
4640,13691,391.169
2793,13019,492.663
5555,13904,551.797
13539,2618,558.791
8545,12376,594.105
13804,3878,600.165
8612,12361,607.466
5245,5797,621.315
8649,8090,627.568
8172,7607,630.308
10641,1846,684.866
10155,1435,696.467
1786,12956,698.271
6889,7326,721.433
13679,3295,740.882
9583,13603,779.992
10072,13716,782.171
10312,13697,784.032
13618,3768,788.429
13242,3593,841.303
13509,2932,860.102
9265,11315,872.609
5004,8495,898.374
5504,8532,902.11
10258,13826,960.034
10546,13493,975.323
12575,12900,1008.542
7709,13206,1024.127
6764,13482,1052.483
9316,13315,1068.882
6613,9864,1110.515
8931,13484,1135.325
10932,10636,1151.577
12950,13516,1153.574
13594,12746,1183.565
8623,2438,79.667
7401,878,90.677
1511,10272,238.75
13149,2676,277.944
12703,3105,328.323
6352,6128,386.85
11772,2474,473.734
10047,1422,494.347
9942,1131,497.014
2382,12559,655.167
1489,12529,656.436
13310,3336,719.663
12685,3004,726.134
12340,3312,728.542
13501,4774,738.356
14085,4356,738.519
13485,4835,742.442
12943,3487,747.686
11312,5530,768.975
2908,13444,850.42
13648,4544,903.679
14091,5195,907.078
12140,2674,909.184
14035,5365,909.28
13286,2353,912.216
13433,2895,916.846
5895,5237,989.737
8619,4585,998.815
7582,4708,1002.425
8379,3632,1011.468
4023,3404,1046.561
6252,4614,1065.883
7079,4454,1076.564
7714,7524,1089.117
8715,4408,1173.384
6415,3143,1195.708
3009,13345,137.463
8457,6001,146.434
6454,6566,384.588
13325,3842,451.995
8302,7876,455.125
13517,3739,455.711
13182,4888,567.553
12819,5303,567.929
7592,7127,571.273
1097,11950,610.357
3876,9402,646.107
8744,7483,702.601
9453,7058,707.427
9696,7220,709.483
12954,2183,710.985
9739,6254,730.13
9227,7496,733.598
13134,8093,830.157
11806,9396,858.254
11332,8608,861.426
4521,13239,887.371
6983,13843,955.122
8030,14088,966.811
7981,14029,966.842
9019,8960,1009.794
9999,9508,1029.767
10923,7641,1039.72
13839,9874,1052.062
13636,11056,1064.183
13390,12355,1084.547
13084,7442,1109.993
13361,7321,1112.516
12376,9842,1121.7
13063,10868,1131.284
13280,10612,1132.265
12885,11009,1132.985
7140,11246,1198.777
7773,10433,1203.651
7930,10890,1205.0
9133,11427,1207.326
8417,11742,1212.611
1328,10710,231.434
820,10375,378.148
834,10905,380.878
7638,6832,396.903
2730,13478,495.776
3030,11189,562.419
2616,11682,565.453
8733,4796,578.927
9200,5632,587.464
7834,5849,592.489
1845,11270,672.881
7198,6792,680.905
3055,10963,698.916
6667,4716,724.175
4860,8504,835.012
10199,5152,852.014
2629,6437,983.344
2695,8132,988.273
3068,7366,993.346
2824,7101,998.038
3722,9123,1003.439
3950,7698,1005.014
11236,5927,1103.518
11409,4002,1108.562
11160,1655,1116.756
5735,5471,1140.287
2366,8484,1181.242
5934,6210,1235.353
1360,4856,1250.539
1025,6367,1259.576
1612,5911,1264.785
913,6254,1269.825
1241,5325,1272.257
1656,11582,245.457
4348,13639,299.071
993,11058,401.178
11656,1844,441.279
10930,4294,463.255
11291,4286,467.614
10860,3493,470.87
10549,1564,477.224
1323,12464,578.638
12746,2396,585.714
3837,9407,590.841
10507,875,594.729
5574,8506,650.822
7544,5951,701.644
8622,6750,717.457
10604,3031,724.811
9342,1462,753.491
9516,1686,764.503
10698,1026,775.648
11070,1652,776.568
12789,1717,785.259
1321,11915,789.553
11742,1660,830.761
7634,5054,874.737
7607,4976,879.65
8146,4809,883.847
7601,4802,886.034
4837,4943,894.703
7470,3800,942.878
1462,12656,971.007
13051,3949,994.428
3074,6831,1026.356
12733,1829,1060.967
12942,2329,1061.955
6899,1172,1120.123
10946,1785,1124.585
7872,808,1135.172
2778,6724,1177.034
4507,3921,1274.974
4933,2965,1280.309
6404,1566,1280.846
8624,3621,147.907
7625,3660,163.947
1593,12795,178.604
11090,1241,247.451
13742,3901,250.689
12145,1406,262.267
6483,6710,262.911
1871,11676,276.463
7498,7378,299.647
1203,10597,415.626
5578,5351,417.766
824,8239,421.169
5566,4963,513.533
3430,10675,519.779
3338,8084,566.413
10253,941,614.521
1645,11223,681.34
9214,841,711.277
7942,5712,750.394
1496,6550,829.147
1284,6696,829.147
7742,2334,844.745
8625,2207,851.945
7282,3226,854.747
7913,1902,872.047
1089,4528,951.097
8815,1031,960.753
2030,5180,976.517
5712,1681,1030.555
6747,2545,1033.963
4676,2310,1075.645
4177,2844,1076.195
3782,3351,1082.873
9186,3880,1125.709
4856,5770,1151.545
8990,1298,1153.244
2587,4979,1168.253
6511,1251,1184.41
3412,993,1220.787
3678,1047,1221.114
3526,2574,1241.308
3131,2645,1243.073
3742,2849,1245.332
10959,1806,1249.296
13759,4120,182.163
1604,11190,225.634
4962,8408,253.98
12434,2699,265.238
11575,1475,276.526
9291,3654,336.196
11462,3198,361.773
10027,4945,383.627
3764,13711,391.99
8164,8143,443.257
13052,2067,476.738
13260,3645,506.056
2887,12005,532.246
11962,1338,545.573
13748,3501,550.046
12721,1730,574.837
8415,6217,652.01
4249,13677,689.073
13501,2974,709.671
7544,7163,722.821
10914,1760,742.347
13085,2492,754.174
13222,2841,755.191
12117,2845,821.23
9810,9664,823.172
11319,5528,830.389
2456,12910,838.868
13666,5970,877.681
10385,12111,924.402
9895,11229,925.382
11382,10805,932.448
13182,11395,939.936
9983,10128,958.356
7776,10613,970.835
9360,10006,979.777
8985,9592,984.169
9209,9540,990.941
11323,11414,1054.989
10799,10986,1054.989
7886,8446,1111.294
8217,7141,1116.064
10596,12285,1127.057
12386,8298,1135.273
10608,10768,1139.879
12683,11944,1160.715
11683,12233,1163.984
12243,11484,1183.238
8600,10562,1195.951
9443,8750,1205.287
9864,8775,1208.565
10783,10857,1216.884
7576,7916,293.966
6051,6156,387.174
3676,13419,417.167
6786,7682,458.105
11009,3288,512.587
11703,4268,515.816
7627,7468,605.698
6797,7832,678.989
14107,6377,758.74
14122,7108,774.017
8818,6383,792.963
4442,13444,817.543
8494,7944,866.036
13784,3482,894.502
13746,6333,950.005
13668,6263,951.186
13593,6895,952.629
6842,13419,957.12
7946,8034,962.356
8720,13647,1068.199
7628,7506,1081.697
8137,8105,1083.007
8003,7429,1087.566
7984,13800,1088.938
10184,11002,1122.094
9519,13131,1123.534
9844,13271,1124.583
9235,13224,1128.642
8001,13745,1140.335
8123,13861,1141.286
8899,13862,1143.348
8718,13910,1146.635
12441,13926,1172.839
11586,10892,1205.431
9275,6330,46.741
2724,13495,156.785
9174,9776,176.343
9989,9999,185.921
2207,13219,286.272
13106,3080,301.897
3765,11559,368.216
5261,13722,408.186
11923,2312,442.962
9294,8592,510.56
12586,2549,547.469
2664,13146,547.694
13934,4049,560.992
8875,8306,571.289
2040,12870,635.868
13937,4831,641.891
6772,12964,700.454
13696,7076,718.112
13325,6221,728.136
12348,7312,765.074
12634,7300,768.298
12591,13962,782.287
12182,3341,787.54
13940,10255,832.84
11540,12340,833.495
14045,13460,895.713
12644,2690,196.243
13241,4016,198.349
12738,1927,206.382
13272,3958,368.449
1016,10811,384.073
9131,9018,430.984
13157,3863,524.822
12595,1798,530.753
1104,12176,590.022
11585,6866,623.447
11584,6994,625.338
9000,9171,671.892
13198,4008,689.11
7617,8536,693.623
12617,2926,763.183
1212,11976,765.072
1684,11363,772.569
843,10513,779.284
850,10590,780.586
12565,2301,783.782
12745,2345,785.703
12163,1627,887.735
11648,2056,889.203
9270,1318,889.536
12338,7248,949.305
8947,8776,959.373
9212,9056,1067.486
7544,7114,1095.883
8193,7588,1098.485
7691,7181,1099.685
7699,6608,1135.19
6157,6746,1138.457
1387,7663,1167.128
9493,8974,1169.086
10065,9366,1171.087
7508,7675,1209.479
7230,7261,1240.127
10385,10503,1284.624
8848,8196,1295.177
8764,8052,1302.435
7109,7100,1304.217
6046,8369,1315.553
1340,7771,1347.273
4812,8349,1365.764
6237,7216,1374.732
6681,6713,1380.529
6193,4845,1395.828
5677,5645,1399.234
8006,6470,1424.006
7744,7340,1465.179
7796,7876,1471.097
8007,7395,1474.015
8721,5530,1478.385
11513,10992,1503.615
9640,9051,1536.729
4891,8271,1581.861
3837,10293,1608.244
3686,10369,1611.165
8050,10133,1616.037
6766,9855,1632.459
8678,8262,1642.831
12585,10448,1661.834
3437,12813,1695.196
9085,9452,1793.975
11117,10138,1802.898
10968,10717,1803.686
11084,10757,1805.657
11084,10756,1805.727
8370,10102,1815.325
12596,2851,1853.267
12606,3014,1854.286
7540,2755,1905.776
7620,3173,1907.152
8067,3404,1910.277
8092,3484,1915.194
8764,4384,1924.856
10116,8931,1940.73
14064,11949,1972.176
4162,10034,2012.993
4682,10220,2027.377
5352,10257,2028.207
4837,10125,2028.912
4925,10170,2032.807
4261,9677,2034.758
13442,11148,2052.063
7513,11067,2121.886
6080,9069,2139.916
6315,9206,2142.41
3234,3953,2187.457
3845,4672,2200.164
3695,4330,2203.081
4073,3926,2210.626
4698,4394,2218.059
2047,2464,2266.959
2302,2697,2269.19
8669,8470,2310.029
8758,8654,2310.61
7322,8780,2322.012
10305,11772,2347.668
4032,5033,2373.154
5613,5529,2394.406
9603,9479,2435.07
8191,8088,2446.728
13044,11304,2483.078
13334,11349,2485.195
12910,11425,2486.629
13451,9403,2492.014
12556,2970,2513.532
4782,10359,2557.915
3247,9055,2561.953
4841,7923,2568.495
4146,4292,2595.153
2244,2378,2616.879
2637,1773,2631.004
2306,1580,2637.47
2329,1854,2638.232
1175,2334,2641.324
13767,5787,2711.802
13335,7005,2724.301
12776,7098,2725.572
11656,7534,2735.916
9530,7134,2743.651
9765,7337,2746.217
6081,1061,2804.262
3606,4036,2805.838
5392,3272,2833.952
5432,3342,2834.298
6028,4983,2838.235
4827,8172,2949.558
4912,8398,2952.046
4778,8209,2955.05
13348,12656,3005.295
2665,6365,3114.081
3550,6989,3115.103
3683,7359,3120.647
1903,7543,3122.248
1537,5001,3123.833
11934,12258,3139.297
12894,13519,3157.125
1202,11652,225.388
2165,12022,535.893
11411,1886,645.631
12408,1784,653.103
12310,2150,678.991
2703,13514,756.275
12321,2525,838.284
6930,8292,978.121
6832,7438,979.931
3059,13256,1034.465
1167,10451,1068.541
7772,7950,1089.449
10606,1783,1092.058
1730,12959,1092.27
6759,6427,1194.868
7142,6832,1198.963
1269,12303,1230.709
13337,3816,1242.7
13570,3944,1246.31
13576,3586,1270.367
13454,2807,1275.813
11948,1297,1309.138
12132,2759,1311.892
10028,2413,1348.507
10954,4912,1372.77
9539,5491,1381.114
8559,8771,1524.341
8514,7913,1532.868
7523,7292,1532.934
9899,9369,1560.407
10002,7993,1675.855
9609,6132,1680.454
10960,5196,1687.595
11002,3784,1689.562
9956,4674,1777.199
10745,5385,1783.012
9900,5660,1784.879
9632,10010,1825.002
4327,7121,1993.96
4528,6969,1995.187
4739,9848,2043.19
6208,9478,2045.687
10374,10512,2084.828
3201,13217,2097.998
10378,10957,2112.486
9528,9621,2115.981
10747,10181,2119.271
10641,10148,2122.136
7841,10282,2223.338
6509,9715,2245.804
7021,9639,2253.296
6300,7015,2267.509
7459,9984,2272.134
3603,7834,2374.76
7875,1032,2405.214
4248,3438,2463.297
3943,3148,2465.445
3206,2849,2470.24
3459,3526,2477.732
3396,3476,2478.029
1986,1960,2487.603
1720,3086,2488.499
903,3418,2528.651
932,4252,2532.565
842,5532,2539.117
9816,5404,2573.887
6848,6194,2634.849
4088,4002,2656.79
1872,2126,2683.276
3886,4536,2739.996
4339,4381,2764.567
5080,9178,2797.861
6526,8051,2799.076
852,3420,2881.857
1956,1736,2890.403
11702,2077,263.874
4247,13681,264.885
12304,2798,268.52
10373,3273,288.569
10972,1604,373.013
13006,2020,383.714
11862,1734,410.748
6876,6830,416.294
13244,2576,500.094
5134,13654,510.59
7022,6363,545.349
6537,2709,626.711
4110,13470,644.52
3536,13183,646.22
11613,1495,646.29
10020,1097,651.77
1712,12804,758.101
6485,7216,762.631
6385,8018,766.806
8648,7887,782.613
8002,8104,788.98
6436,6431,813.763
6605,6321,818.07
8849,8782,850.191
9839,1279,890.4
12033,1937,915.656
11103,1745,919.967
10527,2510,925.741
10470,2409,926.723
6690,4174,983.33
7506,3991,987.105
7718,3912,987.755
7063,3108,997.269
7646,1296,1039.831
7537,1029,1066.275
7884,1287,1104.591
9356,2311,1139.757
8521,923,1140.19
7654,798,1195.885
9017,1228,1202.34
8765,1364,1207.491
13356,3160,1249.043
13978,5898,1251.415
13580,3322,1253.995
3803,13817,1254.654
7902,7732,1282.104
11050,3950,1318.258
11220,4726,1320.19
7512,5025,1329.763
10780,1932,1332.814
8709,4590,1337.108
4837,9436,1394.769
4605,9072,1411.402
6885,4808,1431.911
6631,6720,1461.291
6509,7052,1466.176
6696,6988,1466.813
6757,7105,1468.779
8689,8443,1474.156
7390,7592,1474.251
8303,6484,1569.91
8380,6556,1571.051
8160,7844,1582.779
1003,8401,1637.252
2680,6779,1672.179
2836,4780,1679.52
3708,4146,1724.431
1398,6193,1727.941
4340,3949,1729.088
5327,2631,1737.918
1222,5580,1755.228
4244,6060,1831.791
6626,4810,1833.331
6144,4106,1842.249
4900,5870,1845.906
5765,5432,1850.664
5801,5242,1851.95
5241,5165,1868.071
11012,4342,1931.138
11233,4222,1955.668
2848,1927,1956.532
11886,3714,1959.56
10886,4594,1962.53
3962,3339,2007.663
6000,3453,2040.074
6885,6926,2048.183
3009,7086,2057.302
3084,7501,2135.428
2772,7808,2170.866
2248,9046,2175.864
2378,8960,2177.78
5221,2925,2246.787
4831,4385,2252.721
13967,6578,2313.947
4600,1310,2393.905
5062,1179,2395.154
6369,922,2416.714
7270,1014,2418.524
5174,2174,2433.513
6060,6444,2513.947
2904,3483,2554.463
2771,3509,2555.033
3118,3961,2562.539
1760,4603,2568.069
1592,3134,2575.028
10314,2828,2742.632
10623,2664,2747.366
10357,3039,2747.648
1749,3382,2750.159
10664,2348,2750.924
10332,3036,2754.436
2214,2586,2778.085
2176,2347,2778.118
1414,925,2818.023
3808,10663,2919.396
1256,1873,2945.044
1863,12778,197.729
6280,6211,234.11
13054,3747,266.327
1400,12586,322.826
2345,12197,326.49
2356,13308,350.664
11948,1229,394.287
10857,1543,399.325
10002,3121,407.625
4139,13846,570.224
1950,13208,638.818
10174,2593,668.919
3334,13279,748.63
11089,6346,777.976
6637,6297,788.617
7417,6737,791.518
11655,1081,862.172
11058,1579,868.972
2911,11104,888.634
854,10817,914.876
1746,10162,916.482
