x,y,timestamp
6270,6430,1717.413
3780,4462,1744.555
5440,5061,1763.701
5479,5026,1765.154
5686,5480,1766.001
8078,8352,1796.704
3261,13641,1837.827
13477,2666,1929.485
2595,13544,1932.087
6463,6452,2100.651
5853,7167,2104.593
3790,4472,2124.497
4791,5271,2131.412
5080,5486,2137.755
6612,1214,2153.747
6067,1820,2165.353
2262,2406,2192.454
1730,1049,2196.726
5518,6366,2232.123
5489,5625,2241.778
6152,6238,2251.131
7902,7871,2283.358
4194,3736,2354.954
6921,4609,2372.893
8613,4520,2372.96
8841,7637,2429.462
10924,7497,2434.187
942,6696,2516.907
3742,4356,2541.272
4586,4860,2548.018
4521,4828,2552.201
5000,3006,2594.29
1794,7434,2678.861
3796,4677,2707.311
4040,4742,2710.901
3796,4459,2713.525
3882,3798,2715.928
4077,3345,2717.241
3368,3812,2718.788
3357,3976,2721.191
2298,3852,2727.564
4059,3569,2900.396
3953,3594,2902.366
1275,2115,2933.211
13236,4831,198.234
14000,4936,319.151
7621,8709,363.765
11891,6535,497.821
12543,5035,502.52
14072,4058,517.964
13908,3888,518.354
12678,2202,630.287
4494,13930,634.843
10706,1418,640.962
13900,3346,659.605
7164,10767,738.743
13334,2188,754.298
13427,2660,756.507
9582,3415,857.173
12186,5005,898.721
3258,12899,960.355
4147,13054,1010.225
3459,12926,1012.652
4918,12378,1021.979
4828,12240,1040.754
5087,12284,1042.886
10114,10126,1067.157
7323,5111,1126.208
9037,8353,1178.574
13146,10445,1200.961
11892,10014,1212.732
10501,10751,1214.987
2489,13172,1360.225
2199,13186,1361.396
8530,12549,1375.589
7071,13971,1409.844
3900,12665,1448.354
1912,9426,1489.418
1712,9293,1491.214
13924,6738,1491.955
14121,6925,1507.062
13290,6329,1510.479
7773,1665,1585.509
6767,1132,1587.885
8814,10647,1688.464
7613,10111,1689.353
7831,9710,1692.614
8416,8614,1701.41
3178,8758,1718.277
1992,7641,1724.013
4598,10355,1747.958
4093,10102,1767.399
10088,10070,1832.721
10910,10683,1834.248
9374,10011,1835.915
6358,9124,1847.778
6526,8385,1860.712
10083,13638,1889.658
12601,1605,1947.994
7021,4709,1972.298
6694,4610,1978.033
5277,4761,1984.208
3758,4582,1987.494
3917,4086,1992.638
952,6470,2117.678
902,5923,2126.901
1369,5782,2129.323
5161,3870,2129.465
4568,4390,2132.28
4464,4304,2133.616
808,7831,2134.314
11319,11527,2177.58
6576,7968,2216.689
3590,9460,2222.634
6333,7003,2223.328
4384,4742,2234.469
6463,9270,2286.656
6647,9131,2287.446
5788,12776,2290.557
4724,11822,2300.523
3185,12790,2338.369
1030,9786,2352.004
1534,10164,2379.138
4933,7095,2398.745
4830,8149,2402.834
6748,1068,2415.565
10670,4879,2468.64
13162,5507,2471.351
6448,6105,2507.515
5304,5156,2509.468
5689,5803,2511.555
4784,5635,2524.721
4196,5077,2532.834
8967,8825,2559.284
7682,11708,2593.606
9420,11523,2595.356
6103,4598,2662.266
4641,4052,2684.408
2979,3572,2695.015
3904,4568,2696.026
3388,3825,2698.953
3174,3458,2700.047
2805,2793,2708.483
2930,12809,149.05
2069,12289,197.38
6642,7106,235.37
12270,2907,274.281
3176,13420,312.864
3496,10986,377.097
3184,12933,387.374
11236,1337,475.138
10671,1629,485.7
7714,4044,561.559
9823,3323,569.683
1392,11098,594.662
11120,1792,610.252
7767,6753,633.391
1248,12200,702.696
2730,12742,717.978
9295,3378,720.171
2327,12999,726.168
1212,10511,811.644
7914,1335,817.453
8175,1996,819.086
2420,12636,825.167
2795,13592,872.293
4585,13670,923.092
4569,13570,924.356
4095,12839,924.918
9004,7575,929.208
8794,8475,940.311
8653,8255,945.789
9821,9429,968.202
8938,9508,981.927
8962,9505,983.374
12433,5983,1105.838
12263,5066,1111.272
11727,5659,1114.535
12726,7176,1116.297
12125,5054,1123.177
12378,5146,1125.893
10343,4875,1209.332
11354,3580,1213.488
9946,6831,1220.878
9918,5792,1228.472
11262,10766,1264.18
11490,7786,1274.667
2681,13130,1325.231
8165,7418,1328.218
7826,8146,1385.752
7542,8039,1389.814
8065,8544,1390.873
7711,8210,1392.268
10356,10663,1412.728
10554,11024,1413.156
10929,11136,1413.934
11193,11446,1432.518
7227,13307,1473.377
5682,13052,1494.771
7172,13778,1501.72
6756,13362,1511.07
4238,12249,1511.943
6612,13430,1512.568
5264,13314,1519.478
6331,12728,1523.398
11545,10918,1554.822
8720,13342,1603.15
4445,11810,1618.148
7794,10966,1633.296
7791,10803,1637.461
7687,11135,1639.348
7475,10971,1641.472
12462,7390,1700.112
12442,11464,1718.182
13565,12336,1723.841
13024,12788,1727.552
10404,10610,1778.217
11040,4901,1795.885
11235,944,1808.07
8952,2602,1825.663
10403,5116,1915.456
12607,5904,1916.365
11681,6935,1923.705
6071,5962,1952.213
7220,6978,1958.459
10223,4624,1984.383
9955,6705,1990.561
10431,5417,1995.952
13973,13169,2022.913
13452,8566,2057.991
8923,13875,2066.654
12224,10012,2073.321
12882,9660,2074.643
12799,10698,2096.198
9692,11304,2109.78
4922,4920,2154.81
5567,5375,2186.872
7513,7447,2204.275
7372,7304,2204.406
7475,7327,2205.293
7213,7570,2208.26
7329,7369,2209.015
5094,4958,2294.728
5103,5287,2294.798
4808,5151,2297.98
4889,5184,2299.598
4677,4987,2303.879
5437,5491,2335.173
9709,5540,2362.055
5823,3925,2461.011
3798,3564,2461.579
3491,3917,2497.485
9050,13848,2580.641
10445,10870,2617.528
10567,10635,2618.877
10609,11246,2624.26
3600,2958,2662.645
3489,2840,2664.261
2312,2533,2680.989
2270,2165,2684.534
2348,3175,2688.247
2341,3271,2689.982
2791,3793,2693.733
2978,3641,2709.628
3909,4010,2711.183
9187,5488,2782.697
9804,6468,2805.151
9616,6348,2805.226
9889,6890,2806.381
9481,6228,2807.669
9279,7278,2816.597
3822,3241,2931.307
3550,3514,2938.734
3031,3630,2940.162
3380,3868,2945.403
3374,3928,2946.341
2950,3721,2946.44
4410,4331,2954.897
9347,8640,213.109
7883,5793,226.076
6995,8141,490.004
9092,8562,521.098
9413,8665,522.677
12881,1857,609.777
12591,3015,614.804
12824,3230,616.955
12980,3448,619.663
8870,8669,712.252
10718,1963,767.417
11705,2008,782.661
1808,13239,791.048
11017,1277,817.012
10227,6562,840.591
8097,8692,845.964
12092,1254,892.078
2502,13231,898.608
10675,2099,933.312
6860,6691,966.797
6417,7190,986.474
6037,6828,987.252
6216,6935,988.077
6591,6587,1030.453
8293,7514,1038.029
4918,13365,1094.55
5269,9093,1112.241
5517,9041,1115.778
9458,8726,1135.113
8881,9143,1143.436
8868,4961,1233.205
8896,5875,1233.768
8192,7236,1245.059
7547,6926,1251.006
6794,7147,1252.965
8026,7994,1289.396
7029,3713,1291.695
7172,3374,1299.293
8930,8182,1350.552
9161,9148,1351.506
9040,8260,1361.416
8856,8066,1364.789
7919,6488,1368.445
9093,6371,1456.342
9888,5960,1462.589
10174,6194,1465.074
9008,5630,1466.39
9922,5936,1472.477
8134,6248,1477.786
9868,4858,1532.915
11755,6942,1548.263
11243,4596,1564.549
9045,5525,1569.415
12731,3244,1569.844
12250,7809,1641.948
10268,8190,1642.372
12359,7638,1643.651
9966,6717,1653.826
11646,10048,1683.49
9866,11087,1696.971
8016,9383,1748.686
3179,9348,1788.394
8279,860,1836.702
7202,6929,1844.316
6087,9004,1867.058
6434,8896,1870.859
6460,7222,1881.453
8723,10122,1894.832
10887,9871,1902.378
9380,7388,1976.41
1882,9499,1980.684
7960,9796,2050.432
10325,9808,2060.656
9627,10190,2068.931
9994,7580,2077.079
6538,7955,2085.202
4901,5878,2096.455
8159,7923,2195.318
6046,6151,2198.813
5616,6476,2207.098
7021,6538,2207.098
6551,6151,2210.314
10094,11101,2245.638
6920,9538,2287.492
5134,9667,2294.665
4482,9296,2417.382
4484,9296,2420.268
4123,9399,2420.355
3944,9606,2424.224
3568,10031,2425.77
3324,11264,2436.709
3459,12969,2565.914
3540,11131,2571.865
5357,5473,2594.411
3776,4476,2684.851
6971,11381,2782.122
7104,8990,2790.73
1459,6914,2903.921
804,8673,2908.595
1490,10117,2914.8
1492,10359,2917.515
2282,10134,2922.017
947,9541,2931.093
2342,7236,3045.943
2615,6935,3046.714
768,6602,3053.831
9930,6603,3079.391
9073,6114,352.926
8716,6278,355.262
11399,1751,373.112
11970,2572,376.427
8232,8058,412.619
2648,13092,441.186
8867,5701,488.043
7208,7442,555.076
12595,2074,595.253
11903,1909,596.018
1267,10551,611.796
6378,6712,612.875
7974,7443,614.448
12483,3099,742.445
12550,3110,744.176
10623,902,754.079
6162,6787,787.019
12010,6561,836.432
12591,3053,851.006
13484,4451,858.236
12642,5458,951.038
13423,7319,963.609
6605,6241,988.546
7378,6197,990.449
7647,5659,996.677
7581,8195,1014.685
8582,6521,1229.235
8970,6438,1231.898
9668,6226,1231.931
9914,6463,1232.987
9104,6258,1235.695
9523,6359,1237.348
9261,6076,1240.97
9982,4632,1294.723
2355,12479,1336.801
7787,8307,1381.67
7059,4881,1409.171
5311,4887,1419.523
4931,5158,1422.843
4226,3699,1443.515
12568,1750,1523.148
11911,2691,1531.916
6864,8055,1551.773
6938,8040,1555.057
6938,8065,1557.162
9120,9652,1595.047
9064,9470,1595.08
10053,3138,1642.406
10415,3141,1646.82
10607,3085,1648.349
9783,4181,1688.483
9639,4461,1694.058
9797,4595,1695.198
5466,3458,1738.054
5073,5073,1753.769
4803,5605,1754.517
5923,5721,1764.529
3477,8545,1871.263
3359,8996,1872.335
11592,3834,1975.753
11178,4370,1987.897
11406,4080,1992.554
11505,4277,1995.693
11109,4385,1997.076
10854,4402,1998.535
11011,4084,2000.973
10023,6335,2094.206
9460,8782,2102.955
8330,8774,2125.127
10843,8689,2256.574
8868,7314,2262.546
9850,7253,2264.215
10035,7992,2265.826
9891,7313,2267.332
9958,7595,2269.118
10309,8810,2275.977
11733,11142,2425.748
10411,10523,2434.853
10526,10156,2435.304
9501,11300,2440.994
11072,10870,2449.194
6795,11500,2458.813
3110,4084,2514.733
5808,9288,2621.612
6802,9119,2632.91
6978,8043,2636.241
7185,7977,2640.244
9727,13733,2691.311
7072,14000,2705.828
8291,13893,2712.622
4138,3675,2826.361
3643,3029,2829.904
3688,3410,2829.944
4536,2930,2831.416
4434,2945,2831.863
4544,2604,2833.703
4507,2455,2836.029
4314,2403,2836.16
11408,4006,172.876
13844,3503,186.205
6240,6678,311.242
2470,11997,363.181
6141,6331,438.021
1336,12249,536.636
1257,10673,669.091
1185,11098,685.695
830,10339,688.228
991,11809,692.016
7932,7526,764.9
7060,7287,767.477
8084,6447,774.027
7906,6696,774.678
1262,9944,829.535
13042,2500,885.014
7637,6342,988.568
5127,6034,996.141
8899,8359,1048.32
7522,7799,1093.227
6151,6198,1101.926
8396,8643,1228.487
8678,9036,1245.371
7773,8334,1246.388
7854,7852,1250.821
7181,8743,1301.169
5111,4693,1316.111
4908,4960,1317.78
6467,6665,1331.72
7928,7054,1339.125
7624,7348,1340.111
7466,7096,1403.111
8580,8251,1438.167
6690,6335,1533.358
7842,7014,1535.68
6864,7438,1536.839
6886,8018,1537.66
5970,6311,1538.681
8380,7926,1543.737
8651,8235,1546.271
6596,7863,1559.424
4778,5900,1668.167
4873,5760,1669.019
4488,6229,1673.429
10102,2537,1783.537
11055,6623,1810.839
10858,4387,1821.735
11110,3876,1827.215
11889,3837,1829.451
5630,3539,1878.333
8457,5673,1892.03
8512,5802,1895.259
8501,5451,1898.241
8430,6207,1900.389
3397,8486,1959.453
3498,7826,1967.894
3678,9022,1970.251
4322,9733,1986.363
4916,9595,1986.921
4054,10266,1999.777
4796,9092,2005.143
1586,7439,2071.032
958,10036,2077.429
2200,2710,2096.347
7594,7599,2121.966
4137,9455,2169.65
4865,8011,2175.562
4609,9127,2177.807
13835,9801,2388.993
13665,9337,2398.464
13781,8873,2400.742
13171,6241,2405.837
8789,5654,2420.318
8804,5538,2422.446
1134,4516,2468.078
1372,4288,2470.188
3779,11087,2637.856
4613,10310,2642.11
3361,11608,2642.189
3224,10477,2647.463
7773,881,2652.603
3606,1811,2774.365
3049,2197,2786.768
1771,1358,2789.821
3160,1704,2792.103
1156,625,2794.12
3638,2651,2797.606
2156,1245,2800.793
2046,1720,2802.474
4813,1210,2831.325
1574,8537,2926.811
1300,7092,2932.265
1037,4696,2937.946
861,4659,2938.225
942,4759,2939.35
11300,1522,172.32
8240,8137,179.511
11536,3700,194.918
9090,8363,272.633
8116,7404,273.152
7828,5930,285.888
13279,3728,309.061
6384,4761,422.253
8421,1192,430.728
9137,1943,438.061
8663,897,443.242
10042,7359,505.069
6369,6779,568.834
2149,8456,605.746
12059,2258,621.685
10689,948,634.849
3776,10866,640.444
3256,11377,656.985
12290,7442,734.353
8719,8281,746.022
10994,4372,781.518
6248,8366,862.933
6505,6691,890.326
13550,3747,941.607
9668,7227,983.005
10033,8750,993.275
7791,7448,1051.969
7377,7306,1051.969
9576,8848,1121.758
9475,9580,1130.778
10182,8950,1147.331
10108,8846,1149.46
11895,7322,1160.39
11970,6697,1163.628
10588,7470,1168.061
13085,7178,1178.347
13270,7052,1178.839
6492,6509,1240.87
7365,4689,1269.637
7370,4742,1270.395
5843,5660,1283.682
1645,7904,1296.498
8735,8543,1347.074
8786,8020,1404.213
8747,8496,1405.36
8282,8483,1414.42
9465,9303,1427.162
2304,12612,1540.294
4462,13168,1541.247
4614,13215,1542.296
4676,13390,1543.802
7989,8606,1754.887
7617,8000,1760.992
6335,6461,1769.111
6349,6523,1769.438
6228,6464,1769.768
6045,6113,1770.75
10987,3728,1848.224
10788,3690,1851.3
9824,4123,1878.659
10255,2634,1888.497
11827,4912,1894.192
11225,11584,2007.145
9795,11338,2009.676
9670,11034,2011.53
10034,10742,2014.298
10838,12002,2018.768
11068,11866,2020.022
11373,11805,2031.852
8336,6982,2057.301
6918,7172,2120.099
5236,9354,2120.404
4758,8214,2125.068
4810,9924,2148.892
6922,6754,2237.178
7505,7787,2247.459
8400,8433,2252.575
7958,8320,2271.533
8478,8744,2274.467
9677,9302,2300.711
6373,6744,2328.196
9648,6352,2394.006
8636,4732,2398.069
5946,4114,2409.197
5722,4014,2411.066
7590,7874,2529.517
8443,8745,2529.887
10602,10262,2539.502
13293,13916,2574.93
12826,13538,2577.278
11925,13704,2580.097
10943,14284,2584.5
11534,14370,2588.917
12057,13501,2608.834
13573,13581,2670.394
13320,10348,2720.58
11901,7261,149.078
11565,1691,168.584
3974,13215,284.634
3165,12849,287.899
1976,12508,302.683
11547,1094,392.879
1131,11169,548.628
4119,13734,563.683
4890,11559,597.782
8584,8414,633.125
3899,13354,642.515
7424,6752,672.117
3848,13622,725.21
9370,5601,739.911
9963,7041,746.119
8400,7477,753.842
9957,6684,804.314
9895,6933,807.873
10356,6840,813.661
9478,6356,814.375
9578,9121,823.43
10369,7461,829.453
10039,7876,838.745
7156,7260,916.418
6068,6168,916.748
4831,5013,921.519
8239,3534,940.3
1272,10098,1023.424
1344,10142,1023.453
1614,10969,1035.485
2208,11786,1038.08
2567,12407,1040.211
4569,14066,1047.39
5891,13348,1095.556
7579,13577,1101.532
5827,12805,1115.729
8602,13945,1149.192
2973,13156,1215.866
10450,7543,1217.377
13250,8918,1246.816
11035,7533,1247.168
11458,8203,1278.902
8720,13653,1308.328
8397,13636,1311.079
5566,8709,1364.073
8809,5724,1383.717
8928,6190,1393.805
8319,7556,1403.333
8602,6720,1404.593
6365,8474,1409.572
5863,8784,1415.516
5818,8856,1415.843
8768,8950,1491.497
1036,8494,1496.5
9154,8774,1496.546
9860,6940,1592.23
10944,4865,1606.294
10391,5724,1613.954
10048,5372,1619.685
10000,6128,1623.148
9651,5648,1623.416
9964,6622,1627.591
4291,4106,1659.446
12621,5521,1732.96
12391,6357,1742.407
6704,7311,1750.191
7054,7590,1750.353
7212,13378,1892.22
2773,12362,1915.729
3583,9386,1927.982
5230,8719,1948.205
4783,7078,1954.571
901,3118,2064.368
13990,7212,2067.515
13858,6903,2070.044
10116,8566,2080.299
7703,5864,2099.159
6001,6451,2110.051
8277,12424,2177.102
8252,11822,2193.357
4490,1532,2233.661
11415,4665,2288.086
5254,9507,2328.815
3405,9017,2333.614
7715,10293,2371.077
891,5360,2397.249
8133,13646,2449.396
5936,1694,2521.766
10015,8896,2540.9
10008,8116,2543.362
5938,5142,2575.808
6045,5143,2575.945
3699,9355,2618.442
11606,3621,2671.047
1842,8006,2687.371
5743,1585,2740.329
9611,9417,2774.534
9550,11479,2780.207
9797,11527,2783.946
9828,11574,2784.366
7853,7787,146.585
6380,8366,336.617
12911,2656,423.271
11991,1788,439.474
12966,1930,545.306
11160,1885,546.586
10907,1795,548.602
3632,8057,611.802
4837,8725,644.79
4487,8288,646.646
11734,2119,677.656
11650,7000,700.9
11969,5223,738.722
11437,1568,764.462
13271,3307,767.871
13290,4713,770.179
13116,3502,774.173
5313,5879,787.173
5636,13701,842.954
9747,8845,931.186
12761,1619,1021.077
13922,3508,1027.965
13294,2238,1035.424
13700,3988,1041.595
12093,2058,1091.923
10199,7204,1120.755
7144,8884,1134.981
6529,6761,1141.713
8133,8475,1169.21
9337,9249,1201.955
11357,7715,1212.174
10864,3628,1226.74
8252,8822,1243.0
13791,3468,1260.438
11692,5019,1293.463
9476,5328,1306.109
11340,4521,1309.833
7658,2557,1366.386
8474,1438,1386.016
7810,3311,1386.947
9480,2770,1392.044
8167,8497,1470.86
8661,8558,1479.285
7276,10730,1561.417
7768,8771,1578.513
7224,9606,1597.257
7189,9039,1605.163
6943,9398,1606.325
13403,2900,1708.458
9911,3204,1817.019
8874,3509,1819.692
3558,13755,1826.99
13986,3996,1866.315
7234,3718,1984.885
5884,4954,2019.999
7446,4702,2038.922
6372,4986,2042.56
6970,3126,2047.606
4279,4126,2061.347
3827,9384,2131.468
3483,8557,2133.879
4090,7296,2141.882
4582,9313,2153.785
5202,9184,2156.904
5061,10299,2176.13
8224,13861,2267.814
10114,13088,2293.952
6918,9864,2326.284
9092,9675,2335.342
8399,10054,2339.565
13387,3727,2438.012
11380,3464,2447.966
9901,2516,2455.873
10336,6975,2456.938
7126,6855,2576.67
5786,3509,2664.993
6555,8094,2676.803
4573,4505,2694.972
4691,5346,2709.333
4737,5564,2710.867
5983,6049,2713.757
727,1483,2734.589
6155,6756,194.576
7662,7266,209.744
11823,1888,211.85
10907,1525,216.616
1461,11584,260.013
11687,1789,299.998
10264,1491,425.69
8466,8351,492.409
8737,8775,498.894
7798,4073,525.57
7036,10957,539.12
7887,8342,600.034
6772,9281,608.706
12030,2577,659.527
13642,3788,685.34
12546,7358,687.786
6670,6714,740.415
2545,13245,800.813
2452,13325,804.714
10453,8849,827.617
7653,7515,837.024
12181,7448,841.089
13128,3290,845.08
6320,6196,932.521
7945,1025,935.309
8984,1299,940.817
6868,12658,982.184
12231,2983,1037.474
12538,3142,1048.481
13562,3604,1052.788
13855,4099,1054.23
11732,1593,1058.691
13461,4065,1080.227
9932,8798,1129.087
10010,7862,1134.858
10068,8888,1174.217
9360,8689,1176.638
10090,7720,1183.718
7692,8156,1310.063
7842,8068,1311.409
7152,8952,1314.012
8215,8036,1316.731
7063,6975,1319.912
7539,5949,1323.218
5427,5407,1454.556
8635,5405,1461.898
8068,5214,1461.898
8132,5366,1464.37
8043,5695,1467.943
13323,3473,1558.561
13452,4548,1564.789
5039,9387,1655.188
5477,12758,1686.124
5230,12471,1687.174
4930,12142,1689.703
13339,8765,1712.805
7197,9053,1754.07
8769,7466,1758.932
5501,6236,1781.363
5274,5877,1782.47
5188,6079,1786.944
5757,6167,1787.736
5404,6058,1790.909
5016,6068,1793.704
12079,5031,1884.529
13660,9150,1934.896
2373,9335,1990.089
3897,9424,1995.735
3846,9386,1998.176
6660,9536,2005.111
4654,10353,2017.637
5091,10073,2020.432
4967,10057,2020.464
4979,10012,2021.454
9916,10068,2137.222
10122,10096,2141.261
6533,7199,2154.361
3774,3222,2184.785
7965,1042,2222.19
4438,10086,2328.812
4719,9957,2337.925
4593,10255,2339.751
4863,10320,2341.057
4832,9819,2345.857
4820,9814,2346.715
1019,6115,2359.737
1686,2434,2396.474
2220,2017,2402.168
11825,1166,210.931
6076,6134,314.624
12439,2736,350.653
11972,2239,354.417
7836,7844,454.848
13318,4765,469.507
13425,4775,471.375
1576,10738,616.59
2669,12112,633.606
7468,7784,709.709
6574,7732,717.204
14047,4569,732.562
12985,3465,742.621
11053,1769,757.25
10881,8947,762.357
7940,5893,780.401
6624,6842,889.349
7197,7854,892.308
4270,13476,938.396
14062,4258,997.464
11540,6544,1014.542
11799,7208,1017.0
12320,7660,1018.972
12368,7413,1019.337
11376,6044,1020.679
9868,977,1123.575
9176,2192,1132.419
5951,7092,1151.507
5952,7156,1152.889
14039,7012,1256.567
5338,13610,1257.457
13190,4479,1263.889
13488,5095,1265.137
13203,4813,1266.94
10085,7769,1311.853
8421,8335,1319.398
11106,1695,1401.529
11512,1562,1402.641
9820,6488,1434.407
8049,1810,1468.832
10858,10179,1589.175
10974,10489,1589.405
9201,9590,1600.674
7637,13594,1615.919
10268,10651,1616.574
11024,10727,1631.31
11040,11075,1632.821
10381,9943,1635.376
10508,1206,1702.982
6319,6715,1797.017
6437,6425,1802.492
6774,6754,1805.253
6056,5556,1810.243
6340,6044,1814.538
3936,9879,1878.068
3756,10741,1879.742
8353,13706,1897.064
8937,13661,1900.042
8701,14077,1902.031
8494,12653,1904.096
6848,13954,1905.454
1670,2128,1932.839
6649,3120,2039.322
2243,2401,2084.636
2034,1990,2087.758
1786,2621,2089.375
2767,2422,2090.005
1512,2767,2090.958
1066,3290,2097.92
6112,3637,2227.187
5318,3222,2227.755
6031,3856,2230.857
6146,3578,2231.903
4760,4024,2232.656
4872,3535,2233.578
6482,4642,2236.702
6932,3106,2238.246
5086,9209,2346.342
5320,10458,2348.951
3055,7698,2360.078
2708,3460,2495.082
3595,4194,2502.026
3031,3686,2502.57
2100,4076,2502.838
4374,5050,2513.265
5002,1058,2539.166
7776,940,2547.26
5013,1609,2698.041
5791,1615,2700.591
4110,1204,2702.647
4760,1042,2703.899
4055,1318,2706.397
4058,1422,2712.23
3985,1512,2713.414
3761,13858,186.055
11832,2114,282.042
11156,1186,288.001
6774,11508,297.338
6800,11626,298.837
12598,2808,422.934
3814,9484,428.839
11386,1535,452.039
4391,13641,508.738
8403,8061,583.214
8340,8096,584.058
8442,6587,595.38
8407,6649,595.42
11854,2230,674.277
3290,13258,682.41
7035,5224,764.904
8508,5068,954.989
6371,6709,986.476
6034,6063,987.043
6750,6684,989.005
7584,7513,1027.091
8774,8670,1186.341
8976,9349,1202.825
8584,8596,1418.549
11724,5010,1523.555
11630,6972,1526.584
12202,8160,1527.836
11941,7047,1530.126
12809,7388,1534.579
11092,4985,1567.789
5592,12199,1671.751
3370,10599,1714.136
3757,10260,1721.181
7131,11528,1733.446
11683,9622,1744.15
4703,10391,1781.744
4662,9839,1786.392
4128,9867,1789.585
5218,9161,1797.531
8004,10274,1815.356
8368,10097,1821.817
7107,11527,1909.079
6311,10065,1912.143
4223,13995,1930.637
13077,11655,2172.337
9055,9613,2194.868
5228,9522,2228.896
5314,9391,2229.384
3605,8993,2258.48
3397,10360,2263.0
4167,11604,2269.709
4724,11956,2281.388
4508,11962,2284.716
10254,5315,2321.472
6489,9972,2523.69
5119,10697,2524.451
6845,10032,2535.085
7176,10008,2535.119
6942,9708,2539.988
6852,9537,2544.123
9166,9758,2561.146
3760,13511,162.695
13472,3298,208.216
13698,4900,215.599
12795,5188,218.006
965,10932,299.17
5900,6006,312.709
7793,7860,383.206
2747,12586,399.76
13258,3914,431.263
13306,5325,436.54
7491,7384,500.015
12182,2476,568.973
12681,2700,573.01
12381,2631,576.403
13408,4889,603.676
4547,13447,642.928
9857,4514,675.856
7076,8853,679.961
5572,6370,698.509
1697,12016,783.481
6298,8687,794.825
12542,5378,850.867
12229,6450,854.554
8271,7908,862.814
4632,13599,887.039
4784,13595,888.284
12364,6492,911.935
12867,2424,995.806
8632,4419,1012.375
7690,5872,1012.832
7957,3467,1127.757
7600,3567,1131.521
11155,1229,1144.487
10580,1197,1146.059
11425,1375,1147.206
6807,7397,1221.524
6522,8184,1226.084
9113,8770,1235.533
9283,8526,1238.667
9308,8760,1239.217
8233,8439,1246.585
9536,8958,1250.677
9197,9111,1254.968
5090,5082,1292.676
10558,2302,1410.375
10304,4956,1445.271
11121,5199,1446.661
10187,4311,1448.557
9389,5665,1450.657
